homopolymer_size,transitions,transversions,insertions,deletions
3,0.020365613546307247,0.01205378263965762,0.009358954219827503,0.02733718227112168
4,0.018744316887717726,0.010531943676023371,0.00923372488202353,0.036481889412747354
5,0.012185299705729541,0.009982291460423854,0.007459881185228235,0.047247043440733064
6,0.00917662273585841,0.008103822085447469,0.006292067258116446,0.05505136871418429
7,0.005084196950723598,0.006470002232693032,0.0029873417648787802,0.05049366835406999
8,0.0015629852007924357,0.003122826048866454,0.0008827896151839815,0.026890847022291855
9,0.00018725840322084456,0.0009229164158741619,0.00018057060310581438,0.0051763572890333445
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
