homopolymer_size,transitions,transversions,insertions,deletions
3,0.010330005565599685,0.004566873862679976,0.007079731037266684,0.028611637248166604
4,0.008676389262571572,0.0035586958553235743,0.005196427529628167,0.02980675182406333
5,0.005501939411348155,0.0025343212475185486,0.003385879445926774,0.0278910756993467
6,0.0014576935324955873,0.0008297974594363423,0.0007787431102513321,0.010843912948062836
7,0.0003046580735891968,0.0002071515625483211,0.000245267375984524,0.004086252817252271
8,0.00010378733277418608,0.00012695535164743314,0.00024037354336511448,0.002411522944739133
9,7.98311426042695e-05,9.724183775601006e-05,0.0001943139422412602,0.0018096189783444359
10,6.837498432051436e-05,7.543132273404958e-05,0.00020726820505734421,0.0015636855728560696
11,3.325838960079316e-05,3.9159386849014325e-05,0.0001381788033715628,0.0010326399331730331
12,3.168817592611631e-05,3.3421377449266636e-05,0.00012954262816084012,0.0008778982237383889
