homopolymer_size,transitions,transversions,insertions,deletions
3,0.020732141541207477,0.014805295866958695,0.02044869452369816,0.0707726581199343
4,0.014914717208134937,0.013273236589521653,0.017546766791348888,0.090024315879582
5,0.01333449491749283,0.013941876586347159,0.011451044003836681,0.11479514105011633
6,0.009398061591360427,0.011809195290923613,0.009173165124620356,0.13435205134980502
7,0.007743977897206483,0.008793838829326692,0.00790915923650354,0.13997597465996314
8,0.005623648958086465,0.006326422434086512,0.00869813398336339,0.13603946484254836
9,0.004850959207334145,0.005021776522045123,0.009036411942749185,0.13373140581211687
10,0.003922059137506226,0.004285654411857529,0.006953186927908617,0.12626587993903052
11,0.003470360605456718,0.003932383804739368,0.007122053304781714,0.12068674383140654
12,0.003113573721099564,0.0035517345518971876,0.007060145823443694,0.11801779108900039
