homopolymer_size,transitions,transversions,insertions,deletions
3,0.008473553080285185,0.005441132539556967,0.011235848952093095,0.015106785250217532
4,0.005772855220284708,0.0047610252954957645,0.007871735524135316,0.017086169370859605
5,0.002285781490078366,0.0022459303884664775,0.003340081588848304,0.011578482914491987
6,0.0006701883663223829,0.0008634970490418758,0.0009319503474741809,0.005379172906730096
7,0.00014545239493865325,0.00028724851689856387,0.00024696176056295086,0.0017828976730423726
8,2.8287115235948414e-05,6.461996684140308e-05,2.439128499387169e-05,0.0004598773524886228
9,1.1518106802661632e-05,1.96485351339522e-05,0.0,4.6749962904920725e-05
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
