homopolymer_size,transitions,transversions,insertions,deletions
3,0.00892965032628343,0.007210987326944325,0.0002894745426526247,0.0003264744114605338
4,0.007068077340936548,0.006804208976732439,0.0002498578347338732,0.00039788963699832254
5,0.002949858010751183,0.0035022873146234703,0.00012840733714678895,0.00043049852181030956
6,0.000986604080678971,0.0011383848078482528,0.00011992760733520857,0.00037596179527920654
7,0.00014796263242655586,0.0003826550184021687,3.6341699192487446e-05,0.0002701197741646054
8,1.4536679676994978e-05,8.287926399175607e-05,0.0,0.00013880510108241732
9,0.0,2.7458172723212744e-05,0.0,3.795688582326466e-05
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
