homopolymer_size,transitions,transversions,insertions,deletions
3,0.014533177553619117,0.008535885365753556,0.00012091831048701663,0.00040973710569309964
4,0.012665033993223827,0.007920114301808369,6.686726847208291e-05,0.000615238919892419
5,0.005437622572505479,0.003705094743067727,0.00020060180541624874,0.0004301277179897561
6,0.001725230636965843,0.0012848864052474886,0.00020060180541624874,0.0003687754994306227
7,0.000419910525226473,0.00023005524510038048,0.00020060180541624874,0.0002865740077374982
8,4.7364315167725396e-05,7.243954084475649e-05,0.0,0.00020060180541624874
9,2.2289089490694304e-05,2.2289089490694304e-05,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
