homopolymer_size,transitions,transversions,insertions,deletions
3,0.013823170173235002,0.009114991225915586,0.00011728483317840416,0.00016637436027714043
4,0.010513510286914123,0.008108098693426652,0.00011475822729578533,0.00026741610843747653
5,0.004028864559307957,0.0035243069940015387,2.4831764793523877e-05,0.0001808930854080113
6,0.001152684764977927,0.0010275121288793156,2.4831764793523877e-05,0.00013383457114678082
7,0.0001947519838806372,0.0002627535746902037,2.4831764793523877e-05,6.185769979815324e-05
8,3.5178333457492156e-05,0.00010312080101755051,0.0,2.638375009311912e-05
9,4.138627465587313e-06,3.172947723616941e-05,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
