homopolymer_size,transitions,transversions,insertions,deletions
3,0.016550982483533913,0.007985908366860299,0.00017216948813040013,0.00044782345710315944
4,0.01343811025086231,0.007136253925806638,0.00019900330514974334,0.0006380479230421688
5,0.0059139798205537965,0.00346253065383686,0.00012155974130198745,0.00052670740941839
6,0.0018168895934271441,0.001134143565057632,0.0001534249162063919,0.0004566644360657437
7,0.0003941418657818596,0.0003281382420314579,0.00013454184959637444,0.00032677821163871275
8,0.00010247997608144894,9.205494972383512e-05,0.0,0.00014870414955388752
9,2.989818879919433e-05,2.8324599915026207e-05,0.0,2.8324599915026207e-05
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
