homopolymer_size,transitions,transversions,insertions,deletions
3,0.013559439594346741,0.0072728486982756675,0.00015490808801271925,0.00041233499565976296
4,0.010899127149317652,0.0069436010078465955,0.00020703133910681076,0.0006745299919014133
5,0.004777963439788499,0.0033608290269053387,0.00019007000139075608,0.0006202014354337513
6,0.0014288939437896713,0.0012516711871230237,0.0002124766275709672,0.000480273113093371
7,0.00030123850878567836,0.00036870673663126483,0.0002317926846228733,0.00030315631730726055
8,7.275714822884635e-05,0.00011718407944823039,0.0,0.00013456853079494587
9,2.0603794188699853e-05,3.605663983022474e-05,0.0,3.6056639830224733e-05
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
