homopolymer_size,transitions,transversions,insertions,deletions
3,0.013182267042942945,0.007204872318864835,0.0004328965112745959,0.0002811794298523698
4,0.009769289916747047,0.006508135225615118,0.0004959778236764866,0.00034584776257889167
5,0.004247791122364752,0.0031029116108748896,0.00028988658187484144,0.0003695483174781974
6,0.0010017675948898448,0.001124612325772635,0.0002445918034568975,0.00023390862784160684
7,0.00030692604613683,0.0003827408776316267,0.0002445918034568975,0.000165973009488609
8,1.962773731444239e-05,5.661847302242997e-05,0.0,8.832481791499076e-05
9,6.039303789059197e-06,3.623582273435518e-05,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
