homopolymer_size,transitions,transversions,insertions,deletions
3,0.008789572058574259,0.02109124726001698,0.000808806816502625,0.0004970915027604189
4,0.005581083793856174,0.015550274747199132,0.0009226695353552071,0.0003063314198470762
5,0.0022754466722069485,0.0066158323295140535,0.0004413366985256596,0.00026891709902375743
6,0.0006893087410540166,0.0022258371580905225,0.00014481360420373206,0.00017352751743913975
7,9.711705996202663e-05,0.0006790148997108321,8.275063097356118e-05,0.00010951323583207401
8,1.4366428988465481e-05,0.00022354163506052284,0.0,7.700405937817498e-05
9,9.194514552617908e-06,7.355611642094328e-05,0.0,4.597257276308954e-06
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
