homopolymer_size,transitions,transversions,insertions,deletions
3,0.005570668406097006,0.006241211498748409,0.0005455258830968532,0.000852252019677692
4,0.0036366344108863624,0.004214319201666851,0.0006483995721221096,0.0008925709944307109
5,0.0018973942689968612,0.0023226510232932625,0.0005595326256891302,0.0006538353073648747
6,0.0005226769920154712,0.0006905094841068442,0.00037850736443676455,0.00047296470729705554
7,0.00023918014405054566,0.00039937738570437086,0.0002345099975314737,0.00036859274612174197
8,0.00014733169909412675,0.0002064083833350219,0.00017279684028634904,0.00033374388228187273
9,0.0001367940766560295,0.00016256784045284804,4.937052579609973e-05,0.00030083019841780625
10,0.00010191439477560716,0.00012567708645520696,4.937052579609973e-05,0.0002476393343160561
11,9.544386374323954e-05,0.00011333445500618209,4.937052579609973e-05,0.00024483953393541146
12,8.871151931649867e-05,9.650359393932994e-05,4.937052579609973e-05,0.00023428578257692054
