homopolymer_size,transitions,transversions,insertions,deletions
3,0.014180431777745929,0.0018939393939393938,0.05,0.0050261901515727325
4,0.013454740278868373,0.0018939393939393938,0.05,0.011645497359783074
5,0.013659731717016897,0.0018939393939393938,0.045454545454545456,0.015460729746444031
6,0.013780255132994858,0.0018939393939393938,0.045454545454545456,0.01732358550540369
7,0.013780255132994858,0.0018939393939393938,0.045454545454545456,0.02719155844155844
8,0.013780255132994858,0.0018939393939393938,0.045454545454545456,0.014545454545454545
9,0.013780255132994858,0.0018939393939393938,0.045454545454545456,0.014545454545454545
10,0.013780255132994858,0.0018939393939393938,0.053030303030303025,0.014545454545454545
11,0.013780255132994858,0.0018939393939393938,0.053030303030303025,0.014545454545454545
12,0.013780255132994858,0.0018939393939393938,0.053030303030303025,0.014545454545454545
