homopolymer_size,transitions,transversions,insertions,deletions
3,0.014976211252885811,0.010398706896001598,0.018535811276527852,0.05333582394239988
4,0.012927697864359886,0.010629909474149598,0.018064537119046768,0.06702198949239997
5,0.011214572026178399,0.010049589994099713,0.013926903916348998,0.08171305432915879
6,0.008343005946408629,0.009429906166218105,0.014515094914306,0.09134217553621701
7,0.006260446633760407,0.007714190505678878,0.01585389588821172,0.08742975686301417
8,0.004096710030730239,0.004880190478890219,0.018348101513901188,0.08679908610049344
9,0.0029444328139457414,0.003917584672227232,0.019696230175427844,0.08191445841575008
10,0.0023388032273982014,0.00376211813796986,0.0212052692477556,0.0765335268687395
11,0.0022686742893676553,0.003428156353091609,0.020212087670226354,0.07493273000319967
12,0.001929661440112997,0.0030371451863383534,0.020523776964165612,0.07202140533595261
