homopolymer_size,transitions,transversions,insertions,deletions
3,0.009313967811542345,0.004847195013699968,9.782832235876665e-05,0.0002139021698107271
4,0.0060480062016299956,0.003826814404276849,0.00014043752805131034,0.00028166075808440074
5,0.0023022213176385558,0.0015370318570696643,0.00011479061571204308,0.00024878449066163084
6,0.0006995061680625237,0.0005106331277220065,8.376612497905847e-05,0.0002103858221577549
7,0.00011924238390610928,0.0001462977096342073,6.204898146596923e-05,0.00012841923128403265
8,8.359376669720856e-06,4.696763180410171e-05,0.0,5.0414797441100006e-05
9,1.3788662547993162e-06,8.962630656195557e-06,0.0,6.204898146596924e-06
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
