homopolymer_size,transitions,transversions,insertions,deletions
3,0.0015560126811676902,0.0020930849329139165,0.0001758164184396899,0.0003847429806596029
4,0.0009928721044654074,0.0013251280429543819,0.00018794187486633303,0.0003945755673729109
5,0.0005111841113130047,0.00069684771536144,0.0002059475271053261,0.0004030807782078736
6,0.00017246753246371398,0.00026534083155899384,0.00019014243834811952,0.00039457112966054454
7,7.69210731981322e-05,0.00014715734015102863,0.00015845203195676626,0.00036927977462835986
8,4.2156050113052435e-05,8.318234288535653e-05,0.00010790783948448131,0.00034140201068839297
9,3.1774523374790146e-05,5.254058758629767e-05,9.065863094235232e-05,0.00031248644100584204
10,2.5242651611470344e-05,3.819068047431891e-05,6.177623524390382e-05,0.00028367791150020737
11,2.1370826849008773e-05,3.1088874867518326e-05,5.295105878048898e-05,0.00025455285665790375
12,1.8880981929333595e-05,2.5007953547464885e-05,4.893961493348224e-05,0.0002244189417942257
